time;solar;injection;conso;power_limit;delay
2025-08-07 16:31:54.237;1588;-62;1650;-1;
2025-08-07 16:31:54.734;1590;-49;1639;-1;
2025-08-07 16:31:55.233;1590;-49;1639;-1;
2025-08-07 16:31:55.734;1590;-62;1652;-1;
2025-08-07 16:31:56.234;1590;-62;1652;-1;
2025-08-07 16:31:56.734;1587;-47;1634;-1;
2025-08-07 16:31:57.234;1587;-47;1634;-1;
2025-08-07 16:31:57.734;1588;-64;1652;-1;
2025-08-07 16:31:58.234;1588;-64;1652;-1;
2025-08-07 16:31:58.733;1590;-61;1651;-1;
2025-08-07 16:31:59.234;1590;-61;1651;-1;
2025-08-07 16:31:59.733;1588;-63;1651;-1;
2025-08-07 16:32:00.233;1588;-63;1651;-1;
2025-08-07 16:32:00.734;1590;-68;1658;-1;
2025-08-07 16:32:01.234;1590;-68;1658;-1;
2025-08-07 16:32:01.733;1593;-54;1647;-1;
2025-08-07 16:32:02.234;1593;-54;1647;-1;
2025-08-07 16:32:02.733;1589;-62;1651;-1;
2025-08-07 16:32:03.233;1589;-62;1651;-1;
2025-08-07 16:32:03.733;1593;-59;1652;-1;
2025-08-07 16:32:04.233;1593;-59;1652;-1;
2025-08-07 16:32:04.733;1589;-36;1625;-1;
2025-08-07 16:32:05.233;1589;-36;1625;-1;
2025-08-07 16:32:05.733;1589;-38;1627;-1;
2025-08-07 16:32:06.232;1589;-38;1627;-1;
2025-08-07 16:32:06.733;1591;-55;1646;-1;
2025-08-07 16:32:07.233;1591;-55;1646;-1;
2025-08-07 16:32:07.733;1588;-39;1627;-1;
2025-08-07 16:32:08.233;1588;-39;1627;-1;
2025-08-07 16:32:08.733;1590;-39;1629;-1;
2025-08-07 16:32:09.233;1590;-39;1629;-1;
2025-08-07 16:32:09.733;1590;-37;1627;-1;
2025-08-07 16:32:10.233;1590;-37;1627;-1;
2025-08-07 16:32:10.734;1587;-57;1644;-1;
2025-08-07 16:32:11.233;1587;-57;1644;-1;
2025-08-07 16:32:11.732;1589;-75;1664;-1;
2025-08-07 16:32:12.232;1589;-75;1664;-1;
2025-08-07 16:32:12.733;1592;-63;1655;-1;
2025-08-07 16:32:13.233;1592;-63;1655;-1;
2025-08-07 16:32:13.734;1588;-59;1647;-1;
