time;solar;injection;conso;power_limit;delay
2025-08-07 16:40:39.715;1543;-133;1676;-1;
2025-08-07 16:40:40.214;1543;-133;1676;-1;
2025-08-07 16:40:40.714;1542;-127;1669;-1;
2025-08-07 16:40:41.214;1542;-127;1669;-1;
2025-08-07 16:40:41.714;1544;-118;1662;-1;
2025-08-07 16:40:42.214;1544;-118;1662;-1;
2025-08-07 16:40:42.714;1544;-116;1660;-1;
2025-08-07 16:40:43.214;1544;-116;1660;-1;
2025-08-07 16:40:43.714;1542;-120;1662;-1;
2025-08-07 16:40:44.214;1542;-120;1662;-1;
2025-08-07 16:40:44.714;1543;-118;1661;-1;
2025-08-07 16:40:45.214;1543;-118;1661;-1;
2025-08-07 16:40:45.714;1542;-124;1666;-1;
2025-08-07 16:40:46.213;1542;-124;1666;-1;
2025-08-07 16:40:46.714;1541;-117;1658;-1;
2025-08-07 16:40:47.214;1541;-117;1658;-1;
2025-08-07 16:40:47.714;1540;-128;1668;-1;
2025-08-07 16:40:48.215;1540;-128;1668;-1;
2025-08-07 16:40:48.736;1543;-121;1664;-1;
2025-08-07 16:40:49.214;1543;-121;1664;-1;
2025-08-07 16:40:49.714;1543;-122;1665;-1;
2025-08-07 16:40:50.214;1543;-122;1665;-1;
2025-08-07 16:40:50.714;1544;-111;1655;-1;
2025-08-07 16:40:51.214;1544;-111;1655;-1;
2025-08-07 16:40:51.714;1542;-112;1654;-1;
2025-08-07 16:40:52.214;1542;-112;1654;-1;
2025-08-07 16:40:52.713;1543;-114;1657;-1;
2025-08-07 16:40:53.216;1543;-114;1657;-1;
2025-08-07 16:40:53.714;1537;-123;1660;-1;
2025-08-07 16:40:54.216;1537;-123;1660;-1;
2025-08-07 16:40:54.714;1541;-130;1671;-1;
2025-08-07 16:40:55.213;1541;-130;1671;-1;
2025-08-07 16:40:55.714;1542;-116;1658;-1;
2025-08-07 16:40:56.213;1542;-116;1658;-1;
2025-08-07 16:40:56.713;1542;-116;1658;-1;
2025-08-07 16:40:57.213;1542;-116;1658;-1;
2025-08-07 16:40:57.517;9;write_maxlimit_Modbus. Ecriture Modbus de power_limit = 20% (valeur 200 écrite dans le registre 40189)
2025-08-07 16:40:57.673;9;write_maxlimit_Modbus. Fin d'exécution de la procédure
2025-08-07 16:40:57.724;1542;-137;1679;-1;
2025-08-07 16:40:58.214;1542;-137;1679;-1;
2025-08-07 16:40:58.713;1543;-115;1658;-1;
2025-08-07 16:40:59.213;1543;-115;1658;-1;
2025-08-07 16:40:59.713;1544;-114;1658;-1;
2025-08-07 16:41:00.213;1544;-114;1658;-1;
2025-08-07 16:41:00.801;1544;-109;1653;-1;
2025-08-07 16:41:01.213;1544;-109;1653;-1;
2025-08-07 16:41:01.718;1540;-98;1638;-1;
2025-08-07 16:41:02.213;1540;-98;1638;-1;
2025-08-07 16:41:02.713;1541;-97;1638;-1;
2025-08-07 16:41:03.213;1541;-97;1638;-1;
2025-08-07 16:41:03.713;1527;-110;1637;-1;
2025-08-07 16:41:04.213;1527;-110;1637;-1;
2025-08-07 16:41:04.713;1483;-152;1635;-1;
2025-08-07 16:41:05.213;1483;-152;1635;-1;
2025-08-07 16:41:05.713;1433;-207;1640;-1;
2025-08-07 16:41:06.213;1433;-207;1640;-1;
2025-08-07 16:41:06.714;1370;-275;1645;-1;
2025-08-07 16:41:07.213;1370;-275;1645;-1;
2025-08-07 16:41:07.714;1298;-337;1635;-1;
2025-08-07 16:41:08.213;1298;-337;1635;-1;
2025-08-07 16:41:08.714;1224;-406;1630;-1;
2025-08-07 16:41:09.213;1224;-406;1630;-1;
2025-08-07 16:41:09.714;1150;-481;1631;-1;
2025-08-07 16:41:10.213;1150;-481;1631;-1;
2025-08-07 16:41:10.715;1080;-549;1629;-1;
2025-08-07 16:41:11.213;1080;-549;1629;-1;
2025-08-07 16:41:11.714;1014;-618;1632;-1;
2025-08-07 16:41:12.214;1014;-618;1632;-1;
2025-08-07 16:41:12.714;951;-687;1638;-1;
2025-08-07 16:41:13.213;951;-687;1638;-1;
2025-08-07 16:41:13.714;657;-978;1635;-1;
2025-08-07 16:41:14.213;657;-978;1635;-1;
2025-08-07 16:41:14.712;632;-997;1629;-1;
2025-08-07 16:41:15.213;632;-997;1629;-1;
2025-08-07 16:41:15.714;609;-1024;1633;-1;
2025-08-07 16:41:16.213;609;-1024;1633;-1;
2025-08-07 16:41:16.712;586;-1023;1609;-1;
2025-08-07 16:41:17.213;586;-1023;1609;-1;
2025-08-07 16:41:17.714;564;-1063;1627;-1;
2025-08-07 16:41:18.230;564;-1063;1627;-1;
2025-08-07 16:41:18.713;543;-1080;1623;-1;
2025-08-07 16:41:19.212;543;-1080;1623;-1;
2025-08-07 16:41:19.713;465;-1160;1625;-1;
2025-08-07 16:41:20.213;465;-1160;1625;-1;
2025-08-07 16:41:20.713;438;-1182;1620;-1;
2025-08-07 16:41:21.216;438;-1182;1620;-1;
2025-08-07 16:41:21.714;414;-1211;1625;-1;
2025-08-07 16:41:22.212;414;-1211;1625;-1;
2025-08-07 16:41:22.714;393;-1231;1624;-1;
2025-08-07 16:41:23.218;393;-1231;1624;-1;
2025-08-07 16:41:23.713;374;-1253;1627;-1;
2025-08-07 16:41:24.218;374;-1253;1627;-1;
2025-08-07 16:41:24.713;367;-1263;1630;-1;
2025-08-07 16:41:25.213;367;-1263;1630;-1;
2025-08-07 16:41:25.712;363;-1271;1634;-1;
2025-08-07 16:41:26.212;363;-1271;1634;-1;
2025-08-07 16:41:26.712;369;-1260;1629;-1;
2025-08-07 16:41:27.212;369;-1260;1629;-1;
2025-08-07 16:41:27.714;366;-1266;1632;-1;
2025-08-07 16:41:28.212;366;-1266;1632;-1;
2025-08-07 16:41:28.712;366;-1274;1640;-1;
2025-08-07 16:41:29.213;366;-1274;1640;-1;
2025-08-07 16:41:29.713;368;-1267;1635;-1;
2025-08-07 16:41:30.212;368;-1267;1635;-1;
2025-08-07 16:41:30.713;368;-83;451;-1;
2025-08-07 16:41:31.212;368;-83;451;-1;
2025-08-07 16:41:31.713;371;108;263;-1;
2025-08-07 16:41:32.212;371;108;263;-1;
2025-08-07 16:41:32.712;371;110;261;-1;
2025-08-07 16:41:33.213;371;110;261;-1;
2025-08-07 16:41:33.712;369;108;261;-1;
2025-08-07 16:41:34.212;369;108;261;-1;
2025-08-07 16:41:34.713;372;101;271;-1;
2025-08-07 16:41:35.212;372;101;271;-1;
2025-08-07 16:41:35.713;367;106;261;-1;
2025-08-07 16:41:36.212;367;106;261;-1;
2025-08-07 16:41:36.712;368;107;261;-1;
2025-08-07 16:41:37.212;368;107;261;-1;
2025-08-07 16:41:37.712;373;110;263;-1;
2025-08-07 16:41:38.212;373;110;263;-1;
2025-08-07 16:41:38.712;370;108;262;-1;
2025-08-07 16:41:39.212;370;108;262;-1;
2025-08-07 16:41:39.712;372;111;261;-1;
2025-08-07 16:41:40.212;372;111;261;-1;
2025-08-07 16:41:40.711;368;107;261;-1;
2025-08-07 16:41:41.212;368;107;261;-1;
2025-08-07 16:41:41.712;369;108;261;-1;
2025-08-07 16:41:42.212;369;108;261;-1;
2025-08-07 16:41:42.712;371;113;258;-1;
2025-08-07 16:41:43.212;371;113;258;-1;
2025-08-07 16:41:43.712;368;109;259;-1;
2025-08-07 16:41:44.212;368;109;259;-1;
2025-08-07 16:41:44.713;366;107;259;-1;
2025-08-07 16:41:45.211;366;107;259;-1;
2025-08-07 16:41:45.712;369;108;261;-1;
2025-08-07 16:41:46.212;369;108;261;-1;
2025-08-07 16:41:46.711;370;108;262;-1;
2025-08-07 16:41:47.212;370;108;262;-1;
2025-08-07 16:41:47.711;370;110;260;-1;
2025-08-07 16:41:48.215;370;110;260;-1;
2025-08-07 16:41:48.712;369;107;262;-1;
2025-08-07 16:41:49.211;369;107;262;-1;
2025-08-07 16:41:49.712;368;107;261;-1;
2025-08-07 16:41:50.211;368;107;261;-1;
2025-08-07 16:41:50.711;366;106;260;-1;
2025-08-07 16:41:51.211;366;106;260;-1;
2025-08-07 16:41:51.712;367;107;260;-1;
2025-08-07 16:41:52.211;367;107;260;-1;
2025-08-07 16:41:52.725;367;108;259;-1;
2025-08-07 16:41:53.214;367;108;259;-1;
2025-08-07 16:41:53.712;367;92;275;-1;
2025-08-07 16:41:54.214;367;92;275;-1;
2025-08-07 16:41:54.712;373;112;261;-1;
2025-08-07 16:41:55.211;373;112;261;-1;
2025-08-07 16:41:55.712;368;103;265;-1;
2025-08-07 16:41:56.211;368;103;265;-1;
2025-08-07 16:41:56.711;369;108;261;-1;
2025-08-07 16:41:57.210;369;108;261;-1;
2025-08-07 16:41:57.323;9;write_maxlimit_Modbus. Ecriture Modbus de power_limit = 18% (valeur 180 écrite dans le registre 40189)
2025-08-07 16:41:57.665;9;write_maxlimit_Modbus. Fin d'exécution de la procédure
2025-08-07 16:41:57.712;366;102;264;-1;
2025-08-07 16:41:58.212;366;102;264;-1;
2025-08-07 16:41:58.710;369;105;264;-1;
2025-08-07 16:41:59.211;369;105;264;-1;
2025-08-07 16:41:59.711;366;104;262;-1;
2025-08-07 16:42:00.212;366;104;262;-1;
2025-08-07 16:42:01.215;350;96;254;-1;
2025-08-07 16:42:01.713;337;75;262;-1;
2025-08-07 16:42:02.211;337;75;262;-1;
2025-08-07 16:42:02.712;330;71;259;-1;
2025-08-07 16:42:03.211;330;71;259;-1;
2025-08-07 16:42:03.711;331;71;260;-1;
2025-08-07 16:42:04.211;331;71;260;-1;
2025-08-07 16:42:04.711;333;73;260;-1;
2025-08-07 16:42:05.210;333;73;260;-1;
2025-08-07 16:42:05.711;332;68;264;-1;
2025-08-07 16:42:06.211;332;68;264;-1;
2025-08-07 16:42:06.710;329;69;260;-1;
2025-08-07 16:42:07.211;329;69;260;-1;
2025-08-07 16:42:07.711;331;70;261;-1;
2025-08-07 16:42:08.211;331;70;261;-1;
2025-08-07 16:42:08.710;333;72;261;-1;
2025-08-07 16:42:09.211;333;72;261;-1;
2025-08-07 16:42:09.774;328;65;263;-1;
2025-08-07 16:42:10.405;328;65;263;-1;
2025-08-07 16:42:10.711;326;67;259;-1;
2025-08-07 16:42:11.275;326;67;259;-1;
2025-08-07 16:42:11.914;330;67;263;-1;
2025-08-07 16:42:12.211;330;67;263;-1;
2025-08-07 16:42:12.808;332;63;269;-1;
2025-08-07 16:42:13.421;332;63;269;-1;
2025-08-07 16:42:13.752;329;66;263;-1;
2025-08-07 16:42:14.211;329;66;263;-1;
2025-08-07 16:42:14.711;332;69;263;-1;
2025-08-07 16:42:15.210;332;69;263;-1;
2025-08-07 16:42:15.710;334;72;262;-1;
2025-08-07 16:42:16.210;334;72;262;-1;
2025-08-07 16:42:16.711;330;68;262;-1;
2025-08-07 16:42:17.210;330;68;262;-1;
2025-08-07 16:42:17.710;330;71;259;-1;
2025-08-07 16:42:18.211;330;71;259;-1;
2025-08-07 16:42:18.714;332;63;269;-1;
2025-08-07 16:42:19.210;332;63;269;-1;
2025-08-07 16:42:19.710;330;68;262;-1;
2025-08-07 16:42:20.210;330;68;262;-1;
2025-08-07 16:42:20.711;329;68;261;-1;
2025-08-07 16:42:21.210;329;68;261;-1;
2025-08-07 16:42:21.710;330;70;260;-1;
2025-08-07 16:42:22.210;330;70;260;-1;
2025-08-07 16:42:22.713;331;52;279;-1;
2025-08-07 16:42:22.906;9;write_maxlimit_Modbus. Ecriture Modbus de power_limit = 16% (valeur 160 écrite dans le registre 40189)
2025-08-07 16:42:23.095;9;write_maxlimit_Modbus. Fin d'exécution de la procédure
2025-08-07 16:42:23.214;331;52;279;-1;
2025-08-07 16:42:23.713;334;69;265;-1;
2025-08-07 16:42:24.213;334;69;265;-1;
2025-08-07 16:42:24.710;330;68;262;-1;
2025-08-07 16:42:25.210;330;68;262;-1;
2025-08-07 16:42:25.710;330;68;262;-1;
2025-08-07 16:42:26.210;330;68;262;-1;
2025-08-07 16:42:26.710;329;67;262;-1;
2025-08-07 16:42:27.210;329;67;262;-1;
2025-08-07 16:42:27.716;317;56;261;-1;
2025-08-07 16:42:28.211;317;56;261;-1;
2025-08-07 16:42:28.735;297;35;262;-1;
2025-08-07 16:42:29.210;297;35;262;-1;
2025-08-07 16:42:29.718;293;31;262;-1;
2025-08-07 16:42:30.210;293;31;262;-1;
2025-08-07 16:42:30.710;294;32;262;-1;
2025-08-07 16:42:31.210;294;32;262;-1;
2025-08-07 16:42:31.712;294;31;263;-1;
2025-08-07 16:42:32.211;294;31;263;-1;
2025-08-07 16:42:32.710;292;31;261;-1;
2025-08-07 16:42:33.209;292;31;261;-1;
2025-08-07 16:42:33.710;293;31;262;-1;
2025-08-07 16:42:34.210;293;31;262;-1;
2025-08-07 16:42:34.722;294;33;261;-1;
2025-08-07 16:42:35.209;294;33;261;-1;
2025-08-07 16:42:35.710;293;31;262;-1;
2025-08-07 16:42:36.210;293;31;262;-1;
2025-08-07 16:42:36.724;294;25;269;-1;
2025-08-07 16:42:37.209;294;25;269;-1;
2025-08-07 16:42:37.725;295;33;262;-1;
2025-08-07 16:42:38.210;295;33;262;-1;
2025-08-07 16:42:38.710;295;32;263;-1;
2025-08-07 16:42:39.209;295;32;263;-1;
2025-08-07 16:42:39.727;293;30;263;-1;
2025-08-07 16:42:40.210;293;30;263;-1;
2025-08-07 16:42:40.727;289;28;261;-1;
2025-08-07 16:42:41.210;289;28;261;-1;
2025-08-07 16:42:41.710;293;30;263;-1;
2025-08-07 16:42:42.210;293;30;263;-1;
2025-08-07 16:42:42.710;297;34;263;-1;
2025-08-07 16:42:43.209;297;34;263;-1;
2025-08-07 16:42:43.710;294;32;262;-1;
2025-08-07 16:42:44.210;294;32;262;-1;
2025-08-07 16:42:44.710;294;31;263;-1;
2025-08-07 16:42:45.209;294;31;263;-1;
2025-08-07 16:42:45.709;293;27;266;-1;
2025-08-07 16:42:46.210;293;27;266;-1;
2025-08-07 16:42:46.710;293;25;268;-1;
2025-08-07 16:42:47.209;293;25;268;-1;
2025-08-07 16:42:47.709;293;23;270;-1;
2025-08-07 16:42:48.237;293;23;270;-1;
2025-08-07 16:42:48.710;293;25;268;-1;
2025-08-07 16:42:49.209;293;25;268;-1;
2025-08-07 16:42:49.709;294;14;280;-1;
2025-08-07 16:42:49.763;9;write_maxlimit_Modbus. Ecriture Modbus de power_limit = 18% (valeur 180 écrite dans le registre 40189)
2025-08-07 16:42:49.912;9;write_maxlimit_Modbus. Fin d'exécution de la procédure
2025-08-07 16:42:50.210;294;14;280;-1;
2025-08-07 16:42:50.709;291;18;273;-1;
2025-08-07 16:42:51.209;291;18;273;-1;
2025-08-07 16:42:51.709;294;32;262;-1;
2025-08-07 16:42:52.209;294;32;262;-1;
2025-08-07 16:42:52.709;294;29;265;-1;
2025-08-07 16:42:53.214;294;29;265;-1;
2025-08-07 16:42:53.710;298;35;263;-1;
2025-08-07 16:42:54.215;298;35;263;-1;
2025-08-07 16:42:54.710;314;53;261;-1;
2025-08-07 16:42:55.210;314;53;261;-1;
2025-08-07 16:42:55.709;321;57;264;-1;
2025-08-07 16:42:56.209;321;57;264;-1;
2025-08-07 16:42:56.709;319;55;264;-1;
2025-08-07 16:42:57.209;319;55;264;-1;
2025-08-07 16:42:57.710;318;42;276;-1;
2025-08-07 16:42:58.209;318;42;276;-1;
2025-08-07 16:42:58.709;318;54;264;-1;
2025-08-07 16:42:59.209;318;54;264;-1;
2025-08-07 16:42:59.710;317;53;264;-1;
2025-08-07 16:43:00.209;317;53;264;-1;
2025-08-07 16:43:00.913;318;54;264;-1;
2025-08-07 16:43:01.209;318;54;264;-1;
2025-08-07 16:43:01.710;317;52;265;-1;
2025-08-07 16:43:02.209;317;52;265;-1;
2025-08-07 16:43:02.709;318;56;262;-1;
2025-08-07 16:43:03.208;318;56;262;-1;
2025-08-07 16:43:03.709;318;57;261;-1;
2025-08-07 16:43:04.209;318;57;261;-1;
2025-08-07 16:43:04.708;319;56;263;-1;
2025-08-07 16:43:05.208;319;56;263;-1;
2025-08-07 16:43:05.708;320;56;264;-1;
2025-08-07 16:43:06.209;320;56;264;-1;
2025-08-07 16:43:06.708;316;53;263;-1;
2025-08-07 16:43:07.208;316;53;263;-1;
2025-08-07 16:43:07.709;318;50;268;-1;
2025-08-07 16:43:08.209;318;50;268;-1;
2025-08-07 16:43:08.709;319;52;267;-1;
2025-08-07 16:43:09.208;319;52;267;-1;
2025-08-07 16:43:09.709;318;56;262;-1;
2025-08-07 16:43:10.209;318;56;262;-1;
2025-08-07 16:43:10.709;317;55;262;-1;
2025-08-07 16:43:11.208;317;55;262;-1;
2025-08-07 16:43:11.709;318;56;262;-1;
2025-08-07 16:43:12.208;318;56;262;-1;
2025-08-07 16:43:12.708;318;56;262;-1;
2025-08-07 16:43:13.208;318;56;262;-1;
2025-08-07 16:43:13.708;317;55;262;-1;
2025-08-07 16:43:14.210;317;55;262;-1;
2025-08-07 16:43:14.708;318;57;261;-1;
2025-08-07 16:43:15.208;318;57;261;-1;
2025-08-07 16:43:15.708;316;51;265;-1;
2025-08-07 16:43:16.208;316;51;265;-1;
2025-08-07 16:43:16.708;319;53;266;-1;
2025-08-07 16:43:17.208;319;53;266;-1;
2025-08-07 16:43:17.709;323;59;264;-1;
2025-08-07 16:43:18.249;323;59;264;-1;
2025-08-07 16:43:18.866;318;51;267;-1;
2025-08-07 16:43:19.208;318;51;267;-1;
2025-08-07 16:43:19.779;316;51;265;-1;
2025-08-07 16:43:20.394;316;51;265;-1;
2025-08-07 16:43:20.712;315;51;264;-1;
2025-08-07 16:43:21.315;315;51;264;-1;
2025-08-07 16:43:21.928;325;51;274;-1;
2025-08-07 16:43:22.257;325;51;274;-1;
2025-08-07 16:43:22.713;317;54;263;-1;
2025-08-07 16:43:23.208;317;54;263;-1;
2025-08-07 16:43:23.714;320;59;261;-1;
