time;solar;injection;conso;power_limit;delay
2025-08-07 14:26:13.751;1844;1233;611;-1;
2025-08-07 14:26:14.251;1843;1230;613;-1;
2025-08-07 14:26:14.752;1843;1230;613;-1;
2025-08-07 14:26:15.251;1843;1260;583;-1;
2025-08-07 14:26:15.751;1843;1260;583;-1;
2025-08-07 14:26:16.251;1838;1299;539;-1;
2025-08-07 14:26:16.750;1838;1299;539;-1;
2025-08-07 14:26:17.251;1840;1202;638;-1;
2025-08-07 14:26:17.750;1840;1202;638;-1;
2025-08-07 14:26:18.250;1843;1228;615;-1;
2025-08-07 14:26:18.750;1843;1228;615;-1;
2025-08-07 14:26:19.250;1845;1245;600;-1;
2025-08-07 14:26:19.750;1845;1245;600;-1;
2025-08-07 14:26:20.251;1844;1200;644;-1;
2025-08-07 14:26:20.750;1844;1200;644;-1;
2025-08-07 14:26:21.250;1842;1291;551;-1;
2025-08-07 14:26:21.750;1842;1291;551;-1;
2025-08-07 14:26:22.250;1844;1178;666;-1;
2025-08-07 14:26:22.751;1844;1178;666;-1;
2025-08-07 14:26:23.250;1845;1227;618;-1;
2025-08-07 14:26:23.749;1845;1227;618;-1;
2025-08-07 14:26:24.249;1844;1220;624;-1;
2025-08-07 14:26:24.750;1844;1220;624;-1;
2025-08-07 14:26:25.250;1843;1224;619;-1;
2025-08-07 14:26:25.750;1843;1224;619;-1;
2025-08-07 14:26:26.250;1842;1254;588;-1;
2025-08-07 14:26:26.750;1842;1254;588;-1;
2025-08-07 14:26:27.250;1840;1242;598;-1;
2025-08-07 14:26:27.750;1840;1242;598;-1;
2025-08-07 14:26:28.250;1841;1158;683;-1;
2025-08-07 14:26:28.749;1841;1158;683;-1;
2025-08-07 14:26:29.250;1840;1259;581;-1;
2025-08-07 14:26:29.749;1840;1259;581;-1;
2025-08-07 14:26:30.250;1843;1230;613;-1;
2025-08-07 14:26:30.749;1843;1230;613;-1;
2025-08-07 14:26:31.250;1839;1231;608;-1;
2025-08-07 14:26:31.750;1839;1231;608;-1;
2025-08-07 14:26:32.249;1843;1305;538;-1;
2025-08-07 14:26:32.750;1843;1305;538;-1;
2025-08-07 14:26:33.250;1839;1172;667;-1;
2025-08-07 14:26:33.760;1839;1172;667;-1;
2025-08-07 14:26:34.252;1841;1162;679;-1;
2025-08-07 14:26:34.749;1841;1162;679;-1;
2025-08-07 14:26:34.895;9;write_maxpower_HTTP. Ecriture HTTP de maxpower = 220W pour 3 devices
2025-08-07 14:26:35.250;1841;1266;575;-1;
2025-08-07 14:26:35.749;1841;1266;575;-1;
2025-08-07 14:26:36.249;1841;1286;555;-1;
2025-08-07 14:26:36.749;1841;1286;555;-1;
2025-08-07 14:26:37.250;1838;1299;539;-1;
2025-08-07 14:26:37.750;1838;1299;539;-1;
2025-08-07 14:26:38.250;1842;1210;632;-1;
2025-08-07 14:26:38.749;1842;1210;632;-1;
2025-08-07 14:26:39.250;1843;1446;397;-1;
2025-08-07 14:26:39.749;1843;1446;397;-1;
2025-08-07 14:26:40.233;9;write_maxpower_HTTP. Fin d'exécution de la procédure
2025-08-07 14:26:40.291;1841;1455;386;-1;
2025-08-07 14:26:40.750;1841;1455;386;-1;
2025-08-07 14:26:41.255;1841;1458;383;-1;
2025-08-07 14:26:41.750;1841;1458;383;-1;
2025-08-07 14:26:42.249;1833;1432;401;-1;
2025-08-07 14:26:42.749;1833;1432;401;-1;
2025-08-07 14:26:43.251;1844;1444;400;-1;
2025-08-07 14:26:43.749;1844;1444;400;-1;
2025-08-07 14:26:44.250;1831;1384;447;-1;
2025-08-07 14:26:44.749;1831;1384;447;-1;
2025-08-07 14:26:45.250;1793;1223;570;-1;
2025-08-07 14:26:45.749;1793;1223;570;-1;
2025-08-07 14:26:46.249;1739;1134;605;-1;
2025-08-07 14:26:46.750;1739;1134;605;-1;
2025-08-07 14:26:47.250;1676;984;692;-1;
2025-08-07 14:26:47.749;1676;984;692;-1;
2025-08-07 14:26:48.250;1608;1047;561;-1;
2025-08-07 14:26:48.749;1608;1047;561;-1;
2025-08-07 14:26:49.250;1536;944;592;-1;
2025-08-07 14:26:49.749;1536;944;592;-1;
2025-08-07 14:26:50.250;1500;923;577;-1;
2025-08-07 14:26:50.749;1500;923;577;-1;
2025-08-07 14:26:51.249;1477;908;569;-1;
2025-08-07 14:26:51.749;1477;908;569;-1;
2025-08-07 14:26:52.250;1450;847;603;-1;
2025-08-07 14:26:52.749;1450;847;603;-1;
2025-08-07 14:26:53.250;1425;842;583;-1;
2025-08-07 14:26:53.749;1425;842;583;-1;
2025-08-07 14:26:54.249;1402;815;587;-1;
2025-08-07 14:26:54.749;1402;815;587;-1;
2025-08-07 14:26:55.249;1368;806;562;-1;
2025-08-07 14:26:55.748;1368;806;562;-1;
2025-08-07 14:26:56.249;1320;727;593;-1;
2025-08-07 14:26:56.748;1320;727;593;-1;
2025-08-07 14:26:57.249;1269;616;653;-1;
2025-08-07 14:26:57.748;1269;616;653;-1;
2025-08-07 14:26:58.248;1256;630;626;-1;
2025-08-07 14:26:58.748;1256;630;626;-1;
2025-08-07 14:26:59.249;1255;667;588;-1;
2025-08-07 14:26:59.748;1255;667;588;-1;
2025-08-07 14:27:00.248;1256;641;615;-1;
2025-08-07 14:27:00.748;1256;641;615;-1;
2025-08-07 14:27:01.248;1259;680;579;-1;
2025-08-07 14:27:01.749;1259;680;579;-1;
2025-08-07 14:27:02.248;1257;687;570;-1;
2025-08-07 14:27:02.749;1257;687;570;-1;
2025-08-07 14:27:03.371;1256;621;635;-1;
2025-08-07 14:27:03.748;1256;621;635;-1;
2025-08-07 14:27:04.249;1255;696;559;-1;
2025-08-07 14:27:04.749;1255;696;559;-1;
2025-08-07 14:27:05.248;1256;673;583;-1;
2025-08-07 14:27:05.748;1256;673;583;-1;
2025-08-07 14:27:06.248;1255;688;567;-1;
2025-08-07 14:27:06.749;1255;688;567;-1;
2025-08-07 14:27:07.248;1255;727;528;-1;
2025-08-07 14:27:07.748;1255;727;528;-1;
2025-08-07 14:27:08.249;1256;622;634;-1;
2025-08-07 14:27:08.748;1256;622;634;-1;
2025-08-07 14:27:09.248;1254;655;599;-1;
2025-08-07 14:27:09.748;1254;655;599;-1;
2025-08-07 14:27:10.248;1259;657;602;-1;
2025-08-07 14:27:10.748;1259;657;602;-1;
2025-08-07 14:27:11.248;1255;633;622;-1;
2025-08-07 14:27:11.748;1255;633;622;-1;
2025-08-07 14:27:12.249;1255;710;545;-1;
2025-08-07 14:27:12.748;1255;710;545;-1;
2025-08-07 14:27:13.250;1256;642;614;-1;
2025-08-07 14:27:13.748;1256;642;614;-1;
2025-08-07 14:27:14.248;1255;875;380;-1;
2025-08-07 14:27:14.748;1255;875;380;-1;
2025-08-07 14:27:15.248;1256;852;404;-1;
2025-08-07 14:27:15.749;1256;852;404;-1;
2025-08-07 14:27:16.248;1253;853;400;-1;
2025-08-07 14:27:16.748;1253;853;400;-1;
2025-08-07 14:27:17.299;1255;854;401;-1;
2025-08-07 14:27:17.748;1255;854;401;-1;
2025-08-07 14:27:18.364;1256;855;401;-1;
2025-08-07 14:27:18.827;1256;855;401;-1;
2025-08-07 14:27:19.248;1255;809;446;-1;
2025-08-07 14:27:19.913;1255;809;446;-1;
2025-08-07 14:27:20.361;1253;684;569;-1;
2025-08-07 14:27:20.785;1253;684;569;-1;
2025-08-07 14:27:21.418;1252;683;569;-1;
2025-08-07 14:27:21.750;1252;683;569;-1;
2025-08-07 14:27:22.248;1253;634;619;-1;
2025-08-07 14:27:22.747;1253;634;619;-1;
2025-08-07 14:27:23.248;1253;657;596;-1;
2025-08-07 14:27:23.747;1253;657;596;-1;
2025-08-07 14:27:24.248;1251;657;594;-1;
2025-08-07 14:27:24.748;1251;657;594;-1;
2025-08-07 14:27:25.248;1254;706;548;-1;
2025-08-07 14:27:25.747;1254;706;548;-1;
2025-08-07 14:27:26.248;1251;725;526;-1;
2025-08-07 14:27:26.747;1251;725;526;-1;
2025-08-07 14:27:27.247;1254;640;614;-1;
2025-08-07 14:27:27.748;1254;640;614;-1;
2025-08-07 14:27:28.248;1255;637;618;-1;
2025-08-07 14:27:28.748;1255;637;618;-1;
2025-08-07 14:27:29.248;1254;677;577;-1;
2025-08-07 14:27:29.747;1254;677;577;-1;
2025-08-07 14:27:30.248;1254;712;542;-1;
2025-08-07 14:27:30.747;1254;712;542;-1;
2025-08-07 14:27:31.248;1255;759;496;-1;
2025-08-07 14:27:31.747;1255;759;496;-1;
2025-08-07 14:27:32.248;1255;692;563;-1;
2025-08-07 14:27:32.747;1255;692;563;-1;
2025-08-07 14:27:33.247;1253;641;612;-1;
2025-08-07 14:27:33.747;1253;641;612;-1;
2025-08-07 14:27:34.248;1255;712;543;-1;
2025-08-07 14:27:34.747;1255;712;543;-1;
2025-08-07 14:27:35.247;1253;713;540;-1;
2025-08-07 14:27:35.747;1253;713;540;-1;
2025-08-07 14:27:36.247;1253;731;522;-1;
2025-08-07 14:27:36.747;1253;731;522;-1;
2025-08-07 14:27:37.247;1253;713;540;-1;
2025-08-07 14:27:37.747;1253;713;540;-1;
2025-08-07 14:27:38.248;1254;629;625;-1;
2025-08-07 14:27:38.747;1254;629;625;-1;
2025-08-07 14:27:39.247;1253;645;608;-1;
2025-08-07 14:27:39.747;1253;645;608;-1;
2025-08-07 14:27:40.247;1254;710;544;-1;
2025-08-07 14:27:40.747;1254;710;544;-1;
2025-08-07 14:27:41.247;1254;676;578;-1;
2025-08-07 14:27:41.747;1254;676;578;-1;
2025-08-07 14:27:42.248;1254;752;502;-1;
2025-08-07 14:27:42.747;1254;752;502;-1;
2025-08-07 14:27:43.248;1254;651;603;-1;
2025-08-07 14:27:43.747;1254;651;603;-1;
2025-08-07 14:27:44.247;1255;657;598;-1;
2025-08-07 14:27:44.747;1255;657;598;-1;
2025-08-07 14:27:45.246;1252;675;577;-1;
2025-08-07 14:27:45.747;1252;675;577;-1;
2025-08-07 14:27:46.251;1252;710;542;-1;
2025-08-07 14:27:46.746;1252;710;542;-1;
2025-08-07 14:27:47.247;1255;697;558;-1;
2025-08-07 14:27:47.509;9;write_maxpower_HTTP. Ecriture HTTP de maxpower = 132W pour 3 devices
2025-08-07 14:27:47.747;1255;697;558;-1;
2025-08-07 14:27:48.248;1254;673;581;-1;
2025-08-07 14:27:48.746;1254;673;581;-1;
2025-08-07 14:27:49.248;1253;906;347;-1;
2025-08-07 14:27:49.746;1253;906;347;-1;
2025-08-07 14:27:50.246;1252;905;347;-1;
2025-08-07 14:27:50.747;1252;905;347;-1;
2025-08-07 14:27:51.247;1253;904;349;-1;
2025-08-07 14:27:51.747;1253;904;349;-1;
2025-08-07 14:27:52.247;1253;902;351;-1;
2025-08-07 14:27:52.664;9;write_maxpower_HTTP. Fin d'exécution de la procédure
2025-08-07 14:27:52.747;1253;902;351;-1;
2025-08-07 14:27:53.247;1255;142;1113;-1;
2025-08-07 14:27:53.746;1255;142;1113;-1;
2025-08-07 14:27:54.247;1256;741;515;-1;
